ab	avg	bb	era	gid	h	hr	ip	key	parent_key	parent_table	rbi	so	text	whip
70	.171	7	2.66	gid_2016_05_07_nynmlb_sdnmlb_1	12	2	20.1	0	0	Player	6	12		0.93
