ab	avg	bb	era	gid	h	hr	ip	key	l	parent_key	parent_table	rbi	so	sv	text	w	whip
254	.244	25	4.03	gid_2016_05_07_nynmlb_sdnmlb_1	62	6	67.0	0	3	0	Player	31	53	0		5	1.30
