ab	avg	bb	era	gid	h	hr	ip	key	l	parent_key	parent_table	rbi	so	sv	text	w	whip
136	.243	14	3.82	gid_2016_05_07_nynmlb_sdnmlb_1	33	4	35.1	0	1	0	Player	16	27	0		3	1.33
