ab	avg	bb	des	era	gid	h	hr	ip	key	parent_key	parent_table	rbi	so	text	whip
74	.243	5	Home	3.32	gid_2016_05_07_nynmlb_sdnmlb_1	18	1	19.0	0	0	Player	7	14		1.21
