ab	avg	bb	era	gid	h	hr	ip	key	parent_key	parent_table	rbi	so	text	whip
38	.263	3	7.59	gid_2016_05_07_nynmlb_sdnmlb_1	10	0	10.2	0	0	Player	10	8		1.22
