gid	key	parent_key	parent_table	text
gid_2016_05_07_nynmlb_sdnmlb_1	0	0	home	FOX Deportes San Diego, FSSD, MLBN (out-of-market only)
gid_2016_05_07_nynmlb_sdnmlb_1	1	0	away	MLBN (out-of-market only), WPIX
