gid	key	parent_key	parent_table	playback-scenario	text
gid_2016_05_07_nynmlb_sdnmlb_1	140	23	media	3GP_H264_550K_320X240	http://mediadownloads.mlb.com/mlbam/hls/2016/05/08/670702583/1462699943442/master_mobile.m3u8
gid_2016_05_07_nynmlb_sdnmlb_1	141	23	media	HTTP_CLOUD_TABLET	http://mediadownloads.mlb.com/mlbam/hls/2016/05/08/670702583/1462699943442/master_tablet.m3u8
gid_2016_05_07_nynmlb_sdnmlb_1	142	23	media	HTTP_CLOUD_TABLET_60	http://mediadownloads.mlb.com/mlbam/hls/2016/05/08/670702583/1462699943442/master_tablet_60.m3u8
gid_2016_05_07_nynmlb_sdnmlb_1	143	23	media	HTTP_CLOUD_WIRED	http://mediadownloads.mlb.com/mlbam/hls/2016/05/08/670702583/1462699943442/master_wired.m3u8
gid_2016_05_07_nynmlb_sdnmlb_1	144	24	media	FLASH_1200K_640X360	http://mediadownloads.mlb.com/mlbam/mp4/2016/05/08/671621683/1462693877754/asset_1200K.mp4
gid_2016_05_07_nynmlb_sdnmlb_1	145	24	media	HTTP_CLOUD_MOBILE	http://mediadownloads.mlb.com/mlbam/hls/2016/05/08/671621683/1462693877958/master_mobile.m3u8
gid_2016_05_07_nynmlb_sdnmlb_1	146	24	media	3GP_H264_550K_320X240	http://mediadownloads.mlb.com/mlbam/hls/2016/05/08/671621683/1462693877958/master_mobile.m3u8
gid_2016_05_07_nynmlb_sdnmlb_1	147	24	media	HTTP_CLOUD_TABLET	http://mediadownloads.mlb.com/mlbam/hls/2016/05/08/671621683/1462693877958/master_tablet.m3u8
gid_2016_05_07_nynmlb_sdnmlb_1	148	24	media	HTTP_CLOUD_TABLET_60	http://mediadownloads.mlb.com/mlbam/hls/2016/05/08/671621683/1462693877958/master_tablet_60.m3u8
gid_2016_05_07_nynmlb_sdnmlb_1	149	24	media	HTTP_CLOUD_WIRED	http://mediadownloads.mlb.com/mlbam/hls/2016/05/08/671621683/1462693877958/master_wired.m3u8
gid_2016_05_07_nynmlb_sdnmlb_1	150	25	media	FLASH_1200K_640X360	http://mediadownloads.mlb.com/mlbam/mp4/2016/05/08/671621483/1462693924774/asset_1200K.mp4
gid_2016_05_07_nynmlb_sdnmlb_1	151	25	media	HTTP_CLOUD_MOBILE	http://mediadownloads.mlb.com/mlbam/hls/2016/05/08/671621483/1462693925003/master_mobile.m3u8
gid_2016_05_07_nynmlb_sdnmlb_1	152	25	media	3GP_H264_550K_320X240	http://mediadownloads.mlb.com/mlbam/hls/2016/05/08/671621483/1462693925003/master_mobile.m3u8
gid_2016_05_07_nynmlb_sdnmlb_1	153	25	media	HTTP_CLOUD_TABLET	http://mediadownloads.mlb.com/mlbam/hls/2016/05/08/671621483/1462693925003/master_tablet.m3u8
gid_2016_05_07_nynmlb_sdnmlb_1	154	25	media	HTTP_CLOUD_TABLET_60	http://mediadownloads.mlb.com/mlbam/hls/2016/05/08/671621483/1462693925003/master_tablet_60.m3u8
gid_2016_05_07_nynmlb_sdnmlb_1	155	25	media	HTTP_CLOUD_WIRED	http://mediadownloads.mlb.com/mlbam/hls/2016/05/08/671621483/1462693925003/master_wired.m3u8
gid_2016_05_07_nynmlb_sdnmlb_1	156	26	media	FLASH_1200K_640X360	http://mediadownloads.mlb.com/mlbam/mp4/2016/05/08/671207583/1462694806300/asset_1200K.mp4
gid_2016_05_07_nynmlb_sdnmlb_1	157	26	media	HTTP_CLOUD_MOBILE	http://mediadownloads.mlb.com/mlbam/hls/2016/05/08/671207583/1462694806497/master_mobile.m3u8
gid_2016_05_07_nynmlb_sdnmlb_1	158	26	media	3GP_H264_550K_320X240	http://mediadownloads.mlb.com/mlbam/hls/2016/05/08/671207583/1462694806497/master_mobile.m3u8
gid_2016_05_07_nynmlb_sdnmlb_1	159	26	media	HTTP_CLOUD_TABLET	http://mediadownloads.mlb.com/mlbam/hls/2016/05/08/671207583/1462694806497/master_tablet.m3u8
gid_2016_05_07_nynmlb_sdnmlb_1	160	26	media	HTTP_CLOUD_TABLET_60	http://mediadownloads.mlb.com/mlbam/hls/2016/05/08/671207583/1462694806497/master_tablet_60.m3u8
gid_2016_05_07_nynmlb_sdnmlb_1	161	26	media	HTTP_CLOUD_WIRED	http://mediadownloads.mlb.com/mlbam/hls/2016/05/08/671207583/1462694806497/master_wired.m3u8
gid_2016_05_07_nynmlb_sdnmlb_1	162	27	media	FLASH_1200K_640X360	http://mediadownloads.mlb.com/mlbam/mp4/2016/05/08/674009183/1462749988340/asset_1200K.mp4
gid_2016_05_07_nynmlb_sdnmlb_1	163	27	media	HTTP_CLOUD_MOBILE	http://mediadownloads.mlb.com/mlbam/hls/2016/05/08/674009183/1462749988683/master_mobile.m3u8
gid_2016_05_07_nynmlb_sdnmlb_1	164	27	media	3GP_H264_550K_320X240	http://mediadownloads.mlb.com/mlbam/hls/2016/05/08/674009183/1462749988683/master_mobile.m3u8
gid_2016_05_07_nynmlb_sdnmlb_1	165	27	media	HTTP_CLOUD_TABLET	http://mediadownloads.mlb.com/mlbam/hls/2016/05/08/674009183/1462749988683/master_tablet.m3u8
gid_2016_05_07_nynmlb_sdnmlb_1	166	27	media	HTTP_CLOUD_TABLET_60	http://mediadownloads.mlb.com/mlbam/hls/2016/05/08/674009183/1462749988683/master_tablet_60.m3u8
gid_2016_05_07_nynmlb_sdnmlb_1	167	27	media	HTTP_CLOUD_WIRED	http://mediadownloads.mlb.com/mlbam/hls/2016/05/08/674009183/1462749988683/master_wired.m3u8
