ab	avg	bb	des	era	gid	h	hr	ip	key	parent_key	parent_table	rbi	so	text	whip
27	.111	1	May	1.13	gid_2016_05_07_nynmlb_sdnmlb_1	3	1	8.0	0	0	Player	1	5		0.50
