away_team_errors	away_team_hits	away_team_runs	gid	home_team_errors	home_team_hits	home_team_runs	key	parent_key	parent_table	text
0	9	6	gid_2016_05_07_nynmlb_sdnmlb_1	0	8	3	0	0	boxscore	
