ab	avg	bb	era	gid	h	hr	ip	key	parent_key	parent_table	rbi	so	text	whip
66	.318	7	5.40	gid_2016_05_07_nynmlb_sdnmlb_1	21	2	15.0	0	0	Player	10	15		1.87
