gid	key	parent_key	parent_table	text
gid_2016_05_07_nynmlb_sdnmlb_1	0	0	rows	
gid_2016_05_07_nynmlb_sdnmlb_1	1	0	rows	
gid_2016_05_07_nynmlb_sdnmlb_1	2	1	rows	
gid_2016_05_07_nynmlb_sdnmlb_1	3	1	rows	
gid_2016_05_07_nynmlb_sdnmlb_1	4	2	rows	
gid_2016_05_07_nynmlb_sdnmlb_1	5	2	rows	
