ab	avg	bb	era	gid	h	hr	ip	key	parent_key	parent_table	rbi	so	text	whip
75	.213	9	0.93	gid_2016_05_07_nynmlb_sdnmlb_1	16	2	19.1	0	0	Player	2	15		1.29
