ab	avg	bb	cs	gid	h	hr	key	ops	parent_key	parent_table	r	rbi	sb	so	text
79	.329	12	0	gid_2016_05_07_nynmlb_sdnmlb_1	26	5	0	1.077	0	Player	17	17	1	23	
