ab	avg	bb	gid	hr	key	num	ops	parent_key	parent_table	rating	rbi	so	sweetness	text
58	.224	4	gid_2016_05_07_nynmlb_sdnmlb_1	1	0	--	.546	0	std	.000	5	21	1.000	
