ab	avg	bb	era	gid	h	hr	ip	key	parent_key	parent_table	rbi	so	text	whip
61	.279	5	7.31	gid_2016_05_07_nynmlb_sdnmlb_1	17	2	16.0	0	0	Player	14	12		1.38
