ab	avg	b_height	boxname	current_position	gid	h	key	parent_key	parent_table	parent_team_abbrev	parent_team_id	pid	stand	team_abbrev	team_id	text
1	.185	6-2	Rosales	2B	gid_2016_05_07_nynmlb_sdnmlb_1	0	0	0	players	SD	135	489267	R	SD	135	
