base	base_num	catcher_id	catcher_name	event	gid	key	map_order	parent_key	parent_table	pitcher_id	pitcher_name	text
2nd	2	519083	Norris, D	404	gid_2016_05_07_nynmlb_sdnmlb_1	0	101	3	batter	543272	Hand	
