gid	key	parent_key	parent_table	text
gid_2016_05_07_nynmlb_sdnmlb_1	0	1	home	En sus últimas cuatro salidas - todas aperturas de calidad - Shields permitió solo siete carreras en 26 innings. Él tiene efectividad de 2.57 y 0.86 WHIP en cuatro aperturas en su carrera ante Mets, incluyendo dos de siete innings el año pasado.
gid_2016_05_07_nynmlb_sdnmlb_1	1	1	away	Ya segundo entre los dominicanos con 220 victorias en su carrera, Colón va por el primer lugar: las 243 de Juan Marichal. Este abrirá en Petco Park, donde lanzó solo una vez en 19 años de carrera.
