ab	avg	bb	cs	des	gid	h	hr	key	ops	parent_key	parent_table	r	rbi	sb	so	text
24	.083	3	0	May	gid_2016_05_07_nynmlb_sdnmlb_1	2	1	0	.393	0	Player	2	1	0	12	
