b	delay_reason	gid	inning	inning_state	is_no_hitter	is_perfect_game	key	note	o	parent_key	parent_table	s	status	status_ind	text	top_inning
0		gid_2016_05_07_nynmlb_sdnmlb_1	9		N	N	0		3	0	game	0	Final	F		N
