er	era	first	gid	id	ip	key	last	losses	name_display_roster	number	parent_key	parent_table	saves	svo	text	wins
0	2.57	Jeurys	gid_2016_05_07_nynmlb_sdnmlb_1	544727	1.0	0	Familia	0	Familia	27	0	post_game	9	9		0
