er	era	first	gid	id	ip	key	last	losses	name_display_roster	number	parent_key	parent_table	text	wins
3	2.82	Bartolo	gid_2016_05_07_nynmlb_sdnmlb_1	112526	6.2	0	Colon	1	Colon, B	40	0	post_game		3
