ab	avg	bb	cs	des	gid	h	hr	key	ops	parent_key	parent_table	r	rbi	sb	so	text
1	1.000	0	0	Villanueva, Ca	gid_2016_05_07_nynmlb_sdnmlb_1	1	1	0	5.000	0	Player	1	1	0	0	
