ab	avg	bb	des	era	gid	h	hr	ip	key	parent_key	parent_table	rbi	so	text	whip
3	.000	0	Walker, N	0.00	gid_2016_05_07_nynmlb_sdnmlb_1	0	0	1.0	0	0	Player	0	1		0.00
