er	era	first	gid	id	ip	key	last	losses	name_display_roster	number	parent_key	parent_table	text	wins
4	3.60	James	gid_2016_05_07_nynmlb_sdnmlb_1	448306	6.0	0	Shields	5	Shields	33	0	post_game		1
