ab	avg	bb	cs	gid	h	hr	key	ops	parent_key	parent_table	r	rbi	sb	so	text
19	.158	0	0	gid_2016_05_07_nynmlb_sdnmlb_1	3	0	0	.358	0	Player	0	2	0	4	
